geoid,date,value
4205,2019-05-15,1
3411,2019-05-15,1
0807,2019-05-15,1
1711,2019-05-15,1
3708,2020-10-30,1
0623,2020-10-30,1
4102,2020-10-30,1
4808,2020-10-30,1
4812,2020-10-30,1
3902,2020-10-30,1
5401,2020-10-30,1
2102,2020-10-30,1
5305,2020-10-30,1
4822,2020-10-30,1
0406,2020-10-30,1
1301,2020-10-30,1
4802,2020-10-30,1
3912,2020-10-30,1
2606,2020-10-30,1
1212,2020-10-30,1
4826,2020-10-30,1
1204,2020-10-30,1
4816,2020-09-16,1
0629,2020-10-09,1
4208,2020-10-09,1
2504,2020-10-09,1
2001,2019-03-07,1
5502,2019-03-07,1
2206,2019-03-07,1
0804,2019-03-07,1
2907,2020-05-06,1
0503,2020-05-06,1
1502,2019-10-23,1
5402,2019-10-23,1
0905,2019-10-23,1
1502,2019-11-08,1
3622,2019-05-09,1
4237,2019-05-09,1
3624,2019-05-09,1
3711,2019-05-09,1
3301,2019-05-09,1
4208,2019-05-09,1
4005,2019-05-09,1
5305,2019-05-09,1
5000,2019-05-09,1
3625,2019-05-09,1
0401,2019-05-09,1
3402,2019-05-09,1
0107,2019-05-09,1
4705,2019-05-09,1
4834,2019-05-09,1
1302,2019-05-09,1
1501,2019-05-09,1
4815,2019-05-09,1
0619,2019-05-09,1
4218,2019-05-09,1
5502,2020-05-21,1
0905,2020-09-01,1
1217,2020-09-01,1
3913,2020-09-01,1
3625,2020-09-01,1
1302,2020-09-01,1
1701,2020-09-01,1
2905,2020-09-01,1
3911,2020-09-01,1
0648,2020-09-01,1
1807,2020-09-01,1
4207,2020-09-01,1
0401,2020-09-01,1
0904,2020-09-01,1
0613,2020-09-01,1
1209,2020-09-01,1
0629,2020-09-01,1
2614,2020-09-01,1
4833,2020-09-01,1
4816,2020-09-01,1
4709,2020-09-01,1
0616,2020-09-01,1
4206,2020-09-01,1
2406,2020-09-01,1
5102,2020-09-01,1
0624,2020-09-01,1
2404,2020-09-01,1
4830,2020-09-01,1
1313,2020-09-01,1
1717,2020-09-01,1
0901,2020-09-01,1
0902,2020-09-01,1
1901,2020-09-01,1
1212,2019-12-18,1
1209,2019-12-18,1
1000,2019-12-18,1
1217,2019-12-18,1
4207,2019-09-19,1
2406,2019-09-19,1
2506,2019-09-19,1
4208,2019-09-19,1
0625,2019-09-19,1
1209,2019-09-19,1
4818,2019-09-19,1
0610,2019-09-19,1
4709,2019-09-19,1
4206,2019-09-19,1
1220,2019-09-19,1
4216,2019-03-14,1
0624,2019-03-14,1
4004,2019-03-14,1
5306,2019-03-14,1
4501,2019-03-14,1
0802,2019-03-14,1
5107,2019-03-14,1
3603,2019-11-08,1
